CWE-ID,CWE Name,NIST-ID,Rev,NIST Name
475, Undefined Behavior for Input to API,,4,
476, NULL Pointer Dereference,SI-10,4,Information Input Validation
477, Use of Obsolete Functions,,4,
478, Missing Default Case in Switch Statement,,4,
492, Use of Inner Class Containing Sensitive Data,AC-3,4,Access Enforcement
493, Critical Public Variable Without Final Modifier,SI-11,4,Error Handling
494, Download of Code Without Integrity Check,SI-10,4,Information Input Validation
495, Private Array-Typed Field Returned From A Public Method,AC-3,4,Access Enforcement
497, Exposure of System Data to an Unauthorized Control Sphere,SI-11,4,Error Handling
501, Trust Boundary Violation,SI-10,4,Information Input Validation
502, Deserialization of Untrusted Data,SI-10,4,Information Input Validation 
521, Weak Password Requirements,IA-5,4,Authenticator Management : -1 Password-based Authentication
522, Insufficiently Protected Credentials,SC-8,4,Transmission Confidentiality and Integrity
539, Information Exposure Through Persistent Cookies,SC-23,4,Session Authenticity
546, Suspicious Comment,,4,
557, Concurrency Issues,,4,
560, Use of umask() with chmod-style Argument,,4,
561, Dead Code,,4,
562, Return of Stack Variable Address,,4,
563, Assigntment to Variable without Use,,4,
564, SQL Injection: Hibernate,SI-10,4,Information Input Validation
566, Authorization Bypass Through User-Controlled SQL Primary Key,AC-3,4,Access Enforcement
568, finalize() Method without super.finalize(),,4,
574, EJB Bad Practices: Use of Synchronization Primitives,,4,
575, EJB Bad Practices: Use of AWT Swing,,4,
576, EJB Bad Practices: Use of java I/O,,4,
577, EJB Bad Practices: Use of Sockets,,4,
578, EJB Bad Practices: Use of Class Loader,,4,
579, J2EE Bad Practices: Non-serializable Object Stored in Session,,4,
580, clone() Method Without super.clone(),,4,
581, Object Model Violation: Just One of Equals and Hashcode Defined,,4,
582, Array Declared Public,AC-3,4,Access Enforcement
583, finalize() Method Declared Public,AC-3,4,Access Enforcement
584, Return Inside Finally Block,SI-11,4,Error Handling
586, Explicit Call to Finalize(),,4,
590, Free of Memory not on the Heap,,4,
591, Sensitive Data Storage in Improperly Locked Memory,SC-4,4,Information in Shared Resources
601, URL Redirection to Untrusted Site ('Open Redirect'),SI-10,4,Information Input Validation
607, Public Static Final Field References Mutable Object,,4,
609, Double-Checked Locking,,4,
611, Improper Restriction of XML External Entity Reference ('XXE'),SI-10,4,Information Input Validation
613, Insufficient Session Expiration,AC-12,4,Session Termination
614, Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,SC-8,4,Transmission Confidentiality and Integrity
615, Information Exposure Through Comments,AC-3,4,Access Enforcement : -5 Security-Relevant Information
639, Authorization Bypass Through User-Controlled Key,AC-3,4,Access Enforcement
642, External Control of Critical State Data,,4,
643, Improper Neutralization of Data within XPath Expressions ('XPath Injection'),SI-10,4,Information Input Validation
651, Information Exposure Through WSDL File,,4,
652, Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),SI-10,4,Information Input Validation
662, Improper Synchonization,,4,
667, Improper Locking,,4,
676, Use of Potentially Dangerous Function,,4,
690, Unchecked Return Value to NULL Pointer Dereference,,4,
691, Insufficient Control Flow Management,SI-11,4,Error Handling
693, Protection Mechanism Failure,IA-5,4,Authenticator Management
694, Use of Multiple Resources with Duplicate Identifier,,4,
732, Incorrect Permission Assignment for Critical Resource,AC-3,4,Access Enforcement
733, Compiler Optimization Removal or Modification of Security-critical Code,,4,
759, Use of a One-Way Hash without a Salt,SC-13,4,Cryptographic Protection
760, Use of a One-Way Hash with a Predictable Salt,SC-13,4,Cryptographic Protection
776, Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),,4,
780, Use of RSA Algorithm without OAEP,SC-13,4,Cryptographic Protection
785, Use of Path Manipulation Function without Maximum-sized Buffer,SI-10,4,Information Input Validation
787, Out-of-bounds Write,SI-10,4,Information Input Validation
798, Use of Hard-coded Credentials,,4,
805, Buffer Access with Incorrect Length Value,SI-10,4,Information Input Validation
807, Reliance on Untrusted Inputs in a Security Decision,SC-23,4,Session Authenticity
820, Missing Synchronization,,4,
821, Incorrect Synchronization,,4,
829, Inclusion of Functionality from Untrusted Control Sphere,,4,
862, Missing Authorization,AC-3,4,Access Enforcement
863, Incorrect Authorization,AC-3,4,Access Enforcement
915, Improperly Controlled Modification of Dynamically-Determined Object Attributes,SI-10,4,Information Input Validation
916, Use of Password Hash With Insufficient Computational Effort,SC-13,4,Cryptographic Protection
918, Server-Side Request Forgery (SSRF),SI-10,4,Information Input Validation
